Marca,Modello,Type,Origine,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Mazda,Mazda MX-30,SUV,Europe,FWD,35000.0,34000.0,2.0,4.0,143.0,28.0,33.0,1600.0,270.0,4500.0  
Mazda,Mazda MX-30 e-SUV,SUV,Europe,FWD,37000.0,36000.0,0.0,0.0,143.0,75.0,85.0,1650.0,270.0,4500.0  
Mazda,Mazda BT-50,Pickup,Europe,4WD,33000.0,32000.0,3.0,4.0,190.0,23.0,27.0,2100.0,320.0,5400.0  
Mitsubishi,ASX,SUV,Europe,FWD,25000.0,24000.0,2.0,4.0,150.0,27.0,33.0,1450.0,267.0,4350.0  
Mitsubishi,Outlander,SUV,Europe,4WD,32000.0,31000.0,2.4,4.0,166.0,25.0,30.0,1750.0,267.0,4700.0  
Mitsubishi,Outlander PHEV,SUV,Europe,4WD,39000.0,38000.0,2.4,4.0,190.0,40.0,43.0,1850.0,267.0,4700.0  
Mitsubishi,Mirage,Hatchback,Europe,FWD,14000.0,13500.0,1.2,3.0,78.0,35.0,41.0,950.0,240.0,3850.0  
Mitsubishi,Mirage G4,Sedan,Europe,FWD,15000.0,14500.0,1.2,3.0,78.0,33.0,38.0,960.0,240.0,3950.0  
Mitsubishi,L200,Pickup,Europe,4WD,35000.0,34000.0,2.4,4.0,181.0,25.0,30.0,2150.0,305.0,5250.0  
Mitsubishi,Eclipse Cross,SUV,Europe,4WD,33000.0,32000.0,1.5,4.0,165.0,27.0,31.0,1600.0,267.0,4450.0  
Mitsubishi,Space Star,Hatchback,Europe,FWD,13000.0,12500.0,1.2,3.0,78.0,36.0,42.0,900.0,240.0,3800.0  
Mitsubishi,Outlander Sport,SUV,Europe,4WD,28000.0,27000.0,2.0,4.0,148.0,26.0,32.0,1500.0,267.0,4400.0  
Mitsubishi,Pajero,SUV,Europe,4WD,45000.0,44000.0,3.8,6.0,250.0,17.0,21.0,2100.0,300.0,4950.0  
Mitsubishi,Pajero Sport,SUV,Europe,4WD,40000.0,39000.0,2.4,4.0,178.0,22.0,27.0,2000.0,295.0,4900.0  
Mitsubishi,ASX PHEV,SUV,Europe,4WD,36000.0,35000.0,2.0,4.0,190.0,40.0,43.0,1700.0,270.0,4400.0  
Mitsubishi,Outlander Sport PHEV,SUV,Europe,4WD,37000.0,36000.0,2.0,4.0,190.0,39.0,43.0,1750.0,270.0,4450.0  
Mitsubishi,Delica,Duty Van,Europe,4WD,32000.0,31000.0,2.4,4.0,147.0,20.0,25.0,2200.0,300.0,5100.0  
Mitsubishi,Lancer,Sedan,Europe,FWD,21000.0,20000.0,2.0,4.0,152.0,26.0,32.0,1400.0,265.0,4500.0  
Mitsubishi,Mirage Hatchback,Hatchback,Europe,FWD,14500.0,14000.0,1.2,3.0,78.0,35.0,41.0,950.0,240.0,3850.0  
Mitsubishi,Colt,Hatchback,Europe,FWD,15000.0,14500.0,1.5,4.0,109.0,30.0,36.0,1100.0,250.0,4000.0  
Mitsubishi,ASX AWD,SUV,Europe,4WD,27000.0,26000.0,2.0,4.0,150.0,26.0,32.0,1550.0,267.0,4350.0  
Mitsubishi,Outlander AWD,SUV,Europe,4WD,34000.0,33000.0,2.4,4.0,166.0,24.0,29.0,1800.0,267.0,4700.0  
Mitsubishi,Delica D:5,SUV,Europe,4WD,42000.0,41000.0,2.2,4.0,147.0,18.0,22.0,2100.0,290.0,4950.0  
Nissan,Micra,Hatchback,Europe,FWD,15000.0,14500.0,1.0,3.0,92.0,35.0,42.0,980.0,245.0,3850.0
Nissan,Note,Hatchback,Europe,FWD,17000.0,16500.0,1.2,3.0,79.0,34.0,40.0,1030.0,250.0,4000.0
Nissan,Juke,SUV,Europe,FWD,21000.0,20500.0,1.0,3.0,117.0,30.0,37.0,1300.0,255.0,4200.0
Nissan,Juke AWD,SUV,Europe,AWD,23000.0,22500.0,1.0,3.0,117.0,29.0,36.0,1400.0,255.0,4250.0
Nissan,Qashqai,SUV,Europe,FWD,27000.0,26000.0,1.3,4.0,138.0,28.0,34.0,1420.0,265.0,4400.0
Nissan,Qashqai AWD,SUV,Europe,AWD,30000.0,29000.0,1.3,4.0,138.0,27.0,33.0,1500.0,265.0,4450.0
Nissan,Leaf,Hatchback,Europe,FWD,34000.0,33000.0,0.0,0.0,147.0,120.0,130.0,1600.0,270.0,4450.0
Nissan,Leaf e+,Hatchback,Europe,FWD,42000.0,41000.0,0.0,0.0,214.0,110.0,120.0,1650.0,270.0,4500.0
Nissan,Almera,Sedan,Europe,FWD,18000.0,17500.0,1.0,3.0,92.0,36.0,42.0,1100.0,245.0,3950.0
Nissan,Note e-Power,Hatchback,Europe,FWD,22000.0,21500.0,1.2,3.0,129.0,40.0,45.0,1200.0,250.0,4050.0
Nissan,X-Trail,SUV,Europe,AWD,33000.0,32000.0,2.0,4.0,170.0,24.0,29.0,1800.0,270.0,4700.0
Nissan,X-Trail Hybrid,SUV,Europe,AWD,36000.0,35000.0,2.0,4.0,176.0,30.0,33.0,1850.0,270.0,4700.0
Nissan,Navara,Pickup,Europe,4WD,38000.0,37000.0,2.3,4.0,190.0,23.0,27.0,2200.0,320.0,5300.0
Nissan,GT-R,Coupe,Europe,RWD,115000.0,110000.0,3.8,6.0,565.0,16.0,22.0,1740.0,270.0,4680.0
Nissan,370Z,Coupe,Europe,RWD,40000.0,39000.0,3.7,6.0,332.0,19.0,26.0,1560.0,265.0,4250.0
Nissan,Note Aura,Hatchback,Europe,FWD,23000.0,22500.0,1.2,3.0,145.0,38.0,44.0,1180.0,250.0,4050.0
Nissan,Kicks,SUV,Europe,FWD,25000.0,24000.0,1.6,4.0,122.0,29.0,35.0,1350.0,265.0,4300.0
Nissan,Sentra,Sedan,Europe,FWD,21000.0,20500.0,1.8,4.0,130.0,30.0,36.0,1400.0,265.0,4400.0
Nissan,Frontier,Pickup,Europe,4WD,37000.0,36000.0,2.5,4.0,310.0,20.0,25.0,2100.0,320.0,5250.0
Nissan,Armada,SUV,Europe,4WD,67000.0,66000.0,5.6,8.0,400.0,14.0,18.0,2700.0,335.0,5450.0
Nissan,Versa,Sedan,Europe,FWD,16000.0,15500.0,1.6,4.0,122.0,33.0,40.0,1150.0,250.0,3950.0
Nissan,Maxima,Sedan,Europe,FWD,38000.0,37000.0,3.5,6.0,300.0,20.0,28.0,1650.0,270.0,4850.0
Nissan,Pathfinder,SUV,Europe,AWD,42000.0,41000.0,3.5,6.0,284.0,20.0,27.0,2150.0,300.0,5050.0
Nissan,Altima,Sedan,Europe,FWD,30000.0,29000.0,2.5,4.0,188.0,28.0,35.0,1600.0,270.0,4800.0
Nissan,Titan,Pickup,Europe,4WD,46000.0,45000.0,5.6,8.0,400.0,15.0,19.0,2600.0,320.0,5400.0
Nissan,Rogue,SUV,Europe,FWD,27000.0,26000.0,2.5,4.0,170.0,26.0,33.0,1650.0,270.0,4550.0
Nissan,Rogue AWD,SUV,Europe,AWD,30000.0,29000.0,2.5,4.0,170.0,25.0,31.0,1750.0,270.0,4600.0
Nissan,Murano,SUV,Europe,AWD,35000.0,34000.0,3.5,6.0,260.0,21.0,28.0,1850.0,280.0,4800.0
Nissan,Titan XD,Pickup,Europe,4WD,47000.0,46000.0,5.0,8.0,400.0,14.0,18.0,2700.0,320.0,5400.0
Nissan,NV200,Van,Europe,FWD,25000.0,24000.0,1.6,4.0,131.0,28.0,34.0,1800.0,300.0,4700.0
Nissan,NP300,Pickup,Europe,4WD,30000.0,29000.0,2.3,4.0,160.0,23.0,27.0,2100.0,310.0,5200.0
Nissan,Note e-Power Acenta,Hatchback,Europe,FWD,22000.0,21500.0,1.2,3.0,140.0,39.0,45.0,1180.0,250.0,4050.0
Nissan,Leaf Plus,Hatchback,Europe,FWD,42000.0,41000.0,0.0,0.0,214.0,110.0,120.0,1650.0,270.0,4500.0
Nissan,Z Proto,Coupe,Europe,RWD,50000.0,48000.0,3.0,6.0,400.0,18.0,24.0,1550.0,265.0,4400.0
Nissan,Z Coupe 400Z,Coupe,Europe,RWD,60000.0,58000.0,3.0,6.0,400.0,18.0,24.0,1600.0,265.0,4450.0
Nissan,Z Coupe 400Z Nismo,Coupe,Europe,RWD,70000.0,68000.0,3.0,6.0,405.0,16.0,22.0,1620.0,265.0,4450.0
Nissan,Sentra SR,Sedan,Europe,FWD,22000.0,21500.0,2.0,4.0,149.0,27.0,34.0,1400.0,265.0,4400.0
Nissan,Sentra SV,Sedan,Europe,FWD,23000.0,22500.0,2.0,4.0,149.0,27.0,34.0,1420.0,265.0,4400.0
Nissan,Kicks SR,SUV,Europe,FWD,26000.0,25000.0,1.6,4.0,122.0,28.0,34.0,1350.0,265.0,4300.0
Nissan,Kicks SV,SUV,Europe,FWD,25000.0,24000.0,1.6,4.0,122.0,29.0,35.0,1340.0,265.0,4300.0
Nissan,Versa Note,Hatchback,Europe,FWD,16500.0,16000.0,1.6,4.0,122.0,33.0,40.0,1170.0,250.0,3950.0
Nissan,Almera N-Sport,Sedan,Europe,FWD,18500.0,18000.0,1.0,3.0,92.0,36.0,42.0,1100.0,245.0,3950.0
Nissan,Micra SR,Hatchback,Europe,FWD,15500.0,15000.0,1.0,3.0,92.0,35.0,42.0,980.0,245.0,3850.0
Mercury,Mountaineer,SUV,USA,Front,29995.0,27317.0,4.0,6.0,210.0,16.0,21.0,4374.0,114.0,190.0
Mercury,Sable GS 4dr,Sedan,USA,Front,21595.0,19848.0,3.0,6.0,155.0,20.0,27.0,3308.0,109.0,200.0
Mercury,Grand Marquis GS 4dr,Sedan,USA,Rear,24695.0,23217.0,4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0
Mercury,Grand Marquis LS Premium 4dr,Sedan,USA,Rear,29595.0,27148.0,4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0
Mercury,Sable LS Premium 4dr,Sedan,USA,Front,23895.0,21918.0,3.0,6.0,201.0,19.0,26.0,3315.0,109.0,200.0
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,USA,Rear,30895.0,28318.0,4.6,8.0,224.0,17.0,25.0,4052.0,115.0,212.0
Mercury,Marauder 4dr,Sedan,USA,Rear,34495.0,31558.0,4.6,8.0,302.0,17.0,23.0,4195.0,115.0,212.0
Mercury,Monterey Luxury,Sedan,USA,Front,33995.0,30846.0,4.2,6.0,201.0,16.0,23.0,4340.0,121.0,202.0
Mercury,Sable GS,Wagon,USA,Front,22595.0,20748.0,3.0,6.0,155.0,19.0,26.0,3488.0,109.0,198.0
Oldsmobile,Alero GX 2dr,Sedan,USA,Front,18825.0,17642.0,2.2,4.0,140.0,24.0,32.0,2946.0,107.0,187.0
Oldsmobile,Alero GLS 2dr,Sedan,USA,Front,23675.0,21485.0,3.4,6.0,170.0,20.0,29.0,3085.0,107.0,187.0
Oldsmobile,Silhouette GL,Sedan,USA,Front,28790.0,26120.0,3.4,6.0,185.0,19.0,26.0,3948.0,120.0,201.0
Pontiac,Aztekt,SUV,USA,Front,21595.0,19810.0,3.4,6.0,185.0,19.0,26.0,3779.0,108.0,182.0
Pontiac,Sunfire 1SA 2dr,Sedan,USA,Front,15495.0,14375.0,2.2,4.0,140.0,24.0,33.0,2771.0,104.0,182.0
Pontiac,Grand Am GT 2dr,Sedan,USA,Front,22450.0,20595.0,3.4,6.0,175.0,20.0,29.0,3118.0,107.0,186.0
Pontiac,Grand Prix GT1 4dr,Sedan,USA,Front,22395.0,20545.0,3.8,6.0,200.0,20.0,30.0,3477.0,111.0,198.0
Pontiac,Sunfire 1SC 2dr,Sedan,USA,Front,17735.0,16369.0,2.2,4.0,140.0,24.0,33.0,2771.0,104.0,182.0
Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front,24295.0,22284.0,3.8,6.0,200.0,20.0,30.0,3484.0,111.0,198.0
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,35995.0,32997.0,4.6,8.0,275.0,17.0,20.0,3790.0,112.0,203.0
Pontiac,Montana,Sedan,USA,Front,23845.0,21644.0,3.4,6.0,185.0,19.0,26.0,3803.0,112.0,187.0
Pontiac,Montana EWB,Sedan,USA,All,31370.0,28454.0,3.4,6.0,185.0,18.0,24.0,4431.0,121.0,201.0
Pontiac,GTO 2dr,Sports,USA,Rear,33500.0,30710.0,5.7,8.0,340.0,16.0,20.0,3725.0,110.0,190.0
Pontiac,Vibe,Wagon,USA,Rear,17045.0,15973.0,1.8,4.0,130.0,29.0,36.0,2701.0,102.0,172.0
Porsche,911 Carrera,Coupe,Europe,RWD,110000.0,105000.0,3.0,6.0,379.0,18.0,24.0,1500.0,245.0,4500.0
Porsche,911 Carrera S,Coupe,Europe,RWD,120000.0,115000.0,3.0,6.0,443.0,16.0,22.0,1520.0,245.0,4500.0
Porsche,911 Turbo,Coupe,Europe,AWD,170000.0,165000.0,3.8,6.0,572.0,15.0,21.0,1600.0,245.0,4500.0
Porsche,911 Turbo S,Coupe,Europe,AWD,200000.0,195000.0,3.8,6.0,641.0,14.0,20.0,1620.0,245.0,4500.0
Porsche,Panamera,Sedan,Europe,AWD,90000.0,85000.0,2.9,6.0,440.0,19.0,25.0,2000.0,295.0,5000.0
Porsche,Panamera 4 E-Hybrid,Sedan,Europe,AWD,115000.0,110000.0,4.0,8.0,552.0,20.0,27.0,2100.0,295.0,5050.0
Porsche,Cayenne,SUV,Europe,AWD,72000.0,68000.0,3.0,6.0,340.0,19.0,25.0,2100.0,295.0,4950.0
Porsche,Cayenne Turbo,SUV,Europe,AWD,115000.0,110000.0,4.0,8.0,541.0,14.0,20.0,2200.0,295.0,5050.0
Porsche,Macan,SUV,Europe,AWD,65000.0,62000.0,2.0,4.0,261.0,20.0,26.0,1900.0,280.0,4700.0
Porsche,Macan S,SUV,Europe,AWD,72000.0,69000.0,3.0,6.0,348.0,18.0,24.0,2000.0,280.0,4700.0
Porsche,718 Cayman,Coupe,Europe,RWD,65000.0,62000.0,2.0,4.0,300.0,20.0,25.0,1400.0,245.0,4300.0
Porsche,718 Boxster,Roadster,Europe,RWD,67000.0,64000.0,2.0,4.0,300.0,20.0,25.0,1400.0,245.0,4300.0
Porsche,718 Cayman GTS,Coupe,Europe,RWD,75000.0,72000.0,2.5,4.0,365.0,18.0,23.0,1420.0,245.0,4300.0
Porsche,718 Boxster GTS,Roadster,Europe,RWD,76000.0,73000.0,2.5,4.0,365.0,18.0,23.0,1420.0,245.0,4300.0
Porsche,Taycan,Sedan,Europe,AWD,90000.0,88000.0,0.0,0.0,469.0,120.0,125.0,2200.0,300.0,4950.0
Porsche,Taycan 4S,Sedan,Europe,AWD,105000.0,102000.0,0.0,0.0,522.0,115.0,120.0,2200.0,300.0,4950.0
Porsche,Taycan Turbo,Sedan,Europe,AWD,140000.0,135000.0,0.0,0.0,616.0,110.0,115.0,2200.0,300.0,4950.0
Porsche,Taycan Turbo S,Sedan,Europe,AWD,185000.0,180000.0,0.0,0.0,750.0,105.0,110.0,2200.0,300.0,4950.0
Porsche,Panamera Turbo,Sedan,Europe,AWD,130000.0,125000.0,4.0,8.0,550.0,16.0,22.0,2100.0,295.0,5050.0
Porsche,Panamera GTS,Sedan,Europe,AWD,115000.0,110000.0,4.0,8.0,460.0,17.0,23.0,2100.0,295.0,5050.0
Porsche,Macan GTS,SUV,Europe,AWD,80000.0,77000.0,2.9,6.0,375.0,17.0,22.0,2000.0,280.0,4700.0
Porsche,911 GT3 RS,Coupe,Europe,RWD,190000.0,185000.0,4.0,6.0,520.0,14.0,19.0,1450.0,245.0,4500.0
Porsche,911 GT2 RS,Coupe,Europe,RWD,300000.0,295000.0,3.8,6.0,700.0,13.0,18.0,1500.0,245.0,4500.0
Porsche,911 Targa 4S,Coupe,Europe,AWD,140000.0,135000.0,3.0,6.0,443.0,16.0,22.0,1550.0,245.0,4500.0
Porsche,911 Carrera Cabriolet,Cabriolet,Europe,RWD,115000.0,110000.0,3.0,6.0,379.0,17.0,23.0,1500.0,245.0,4500.0
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,30860.0,29269.0,2.0,4.0,210.0,20.0,28.0,3175.0,105.0,183.0
Saab,9-3 Aero 4dr,Sedan,Europe,Front,33360.0,31562.0,2.0,4.0,210.0,20.0,28.0,3175.0,105.0,183.0
Saab,9-5 Arc 4dr,Sedan,Europe,Front,35105.0,33011.0,2.3,4.0,220.0,21.0,29.0,3470.0,106.0,190.0
Saab,9-5 Aero 4dr,Sedan,Europe,Front,39465.0,37721.0,2.3,4.0,250.0,21.0,29.0,3470.0,106.0,190.0
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,40670.0,38520.0,2.0,4.0,210.0,21.0,29.0,3480.0,105.0,182.0
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,43175.0,40883.0,2.0,4.0,210.0,21.0,30.0,3700.0,105.0,182.0
Saab,9-5 Aero,Wagon,Europe,Front,40845.0,38376.0,2.3,4.0,250.0,19.0,29.0,3620.0,106.0,190.0
Saturn,Ion1 4dr,Sedan,USA,Front,10995.0,10319.0,2.2,4.0,140.0,26.0,35.0,2692.0,103.0,185.0
Saturn,lon2 4dr,Sedan,USA,Front,14300.0,13393.0,2.2,4.0,140.0,26.0,35.0,2692.0,103.0,185.0
Saturn,lon3 4dr,Sedan,USA,Front,15825.0,14811.0,2.2,4.0,140.0,26.0,35.0,2692.0,103.0,185.0
Saturn,lon2 quad coupe 2dr,Sedan,USA,Front,14850.0,13904.0,2.2,4.0,140.0,26.0,35.0,2751.0,103.0,185.0
Saturn,lon3 quad coupe 2dr,Sedan,USA,Front,16350.0,15299.0,2.2,4.0,140.0,26.0,35.0,2751.0,103.0,185.0
Saturn,L300-2 4dr,Sedan,USA,Front,21410.0,19801.0,3.0,6.0,182.0,20.0,28.0,3197.0,107.0,190.0
Saturn,L300 2,Wagon,USA,Front,23560.0,21779.0,2.2,4.0,140.0,24.0,34.0,3109.0,107.0,190.0
Scion,xA 4dr hatch,Sedan,Asia,Front,12965.0,12340.0,1.5,4.0,108.0,32.0,38.0,2340.0,93.0,154.0
Scion,xB,Wagon,Asia,Front,14165.0,13480.0,1.5,4.0,108.0,31.0,35.0,2425.0,98.0,155.0
Subaru,Impreza,Sedan,Europe,AWD,28000.0,27000.0,2.0,4.0,152.0,24.0,31.0,1400.0,265.0,4550.0
Subaru,Impreza Sport,Sedan,Europe,AWD,30000.0,29000.0,2.0,4.0,168.0,23.0,30.0,1420.0,265.0,4550.0
Subaru,Impreza WRX,Sedan,Europe,AWD,38000.0,37000.0,2.0,4.0,268.0,20.0,27.0,1500.0,265.0,4600.0
Subaru,Impreza WRX STI,Sedan,Europe,AWD,45000.0,44000.0,2.5,4.0,310.0,18.0,25.0,1550.0,265.0,4600.0
Subaru,Legacy,Sedan,Europe,AWD,35000.0,34000.0,2.5,4.0,182.0,21.0,28.0,1600.0,275.0,4850.0
Subaru,Legacy Touring,Sedan,Europe,AWD,38000.0,37000.0,2.5,4.0,256.0,19.0,26.0,1650.0,275.0,4850.0
Subaru,Outback,SUV,Europe,AWD,40000.0,39000.0,2.5,4.0,182.0,22.0,28.0,1700.0,275.0,4900.0
Subaru,Outback Limited,SUV,Europe,AWD,45000.0,44000.0,3.6,6.0,256.0,20.0,27.0,1750.0,275.0,4900.0
Subaru,Forester,SUV,Europe,AWD,33000.0,32000.0,2.5,4.0,182.0,23.0,29.0,1600.0,267.0,4600.0
Subaru,Forester XT,SUV,Europe,AWD,37000.0,36000.0,2.0,4.0,250.0,21.0,27.0,1650.0,267.0,4600.0
Subaru,Crosstrek,SUV,Europe,AWD,27000.0,26000.0,2.0,4.0,152.0,24.0,31.0,1400.0,260.0,4500.0
Subaru,Crosstrek Hybrid,SUV,Europe,AWD,32000.0,31000.0,2.0,4.0,148.0,35.0,38.0,1500.0,260.0,4500.0
Subaru,BRZ,Coupe,Europe,RWD,28000.0,27000.0,2.0,4.0,205.0,22.0,28.0,1300.0,255.0,4300.0
Subaru,WRX,Coupe,Europe,AWD,35000.0,34000.0,2.0,4.0,268.0,20.0,27.0,1500.0,265.0,4600.0
Subaru,WRX STI,Coupe,Europe,AWD,45000.0,44000.0,2.5,4.0,310.0,18.0,25.0,1550.0,265.0,4600.0
Subaru,Ascent,SUV,Europe,AWD,42000.0,41000.0,2.4,4.0,260.0,19.0,25.0,2000.0,285.0,4950.0
Subaru,Tribeca,SUV,Europe,AWD,40000.0,39000.0,3.6,6.0,256.0,18.0,23.0,2100.0,290.0,5000.0
Subaru,Impreza Hatchback,Sedan,Europe,AWD,28000.0,27000.0,2.0,4.0,152.0,24.0,31.0,1400.0,265.0,4550.0
Subaru,Impreza WRX Hatchback,Sedan,Europe,AWD,38000.0,37000.0,2.0,4.0,268.0,20.0,27.0,1500.0,265.0,4600.0
Subaru,Impreza WRX STI Hatchback,Sedan,Europe,AWD,45000.0,44000.0,2.5,4.0,310.0,18.0,25.0,1550.0,265.0,4600.0
Subaru,Legacy Wagon,Sedan,Europe,AWD,35000.0,34000.0,2.5,4.0,182.0,21.0,28.0,1600.0,275.0,4850.0
Subaru,Outback Wagon,SUV,Europe,AWD,40000.0,39000.0,2.5,4.0,182.0,22.0,28.0,1700.0,275.0,4900.0
Subaru,Forester Wagon,SUV,Europe,AWD,33000.0,32000.0,2.5,4.0,182.0,23.0,29.0,1600.0,267.0,4600.0
Subaru,WRX Wagon,Coupe,Europe,AWD,35000.0,34000.0,2.0,4.0,268.0,20.0,27.0,1500.0,265.0,4600.0
Subaru,WRX STI Wagon,Coupe,Europe,AWD,45000.0,44000.0,2.5,4.0,310.0,18.0,25.0,1550.0,265.0,4600.0
Suzuki,Swift,Hatchback,Asia,FWD,18000.0,17000.0,1.2,4.0,90.0,30.0,37.0,900.0,240.0,3850.0
Suzuki,Swift Sport,Hatchback,Asia,FWD,23000.0,22000.0,1.4,4.0,140.0,27.0,34.0,970.0,240.0,3900.0
Suzuki,Vitara,SUV,Asia,AWD,26000.0,25000.0,1.4,4.0,140.0,25.0,31.0,1200.0,250.0,4100.0
Suzuki,S-Cross,SUV,Asia,FWD,24000.0,23000.0,1.4,4.0,130.0,24.0,30.0,1250.0,260.0,4200.0
Suzuki,Jimny,SUV,Asia,4WD,27000.0,26000.0,1.5,4.0,102.0,28.0,33.0,1100.0,225.0,3700.0
Suzuki,Ignis,Hatchback,Asia,FWD,16000.0,15000.0,1.2,4.0,83.0,33.0,38.0,900.0,230.0,3600.0
Suzuki,Celerio,Hatchback,Asia,FWD,14000.0,13000.0,1.0,3.0,67.0,35.0,40.0,850.0,235.0,3600.0
Suzuki,Baleno,Hatchback,Asia,FWD,19000.0,18000.0,1.2,4.0,90.0,28.0,35.0,900.0,240.0,3950.0
Suzuki,Swift Hybrid,Hatchback,Asia,FWD,21000.0,20000.0,1.2,4.0,83.0,36.0,40.0,950.0,240.0,3900.0
Suzuki,Vitara Hybrid,SUV,Asia,AWD,28000.0,27000.0,1.4,4.0,140.0,27.0,32.0,1250.0,250.0,4100.0
Suzuki,XL7,SUV,Asia,AWD,32000.0,31000.0,1.5,4.0,103.0,24.0,29.0,1400.0,265.0,4450.0
Suzuki,Kizashi,Sedan,Asia,FWD,25000.0,24000.0,2.4,4.0,185.0,22.0,29.0,1550.0,270.0,4600.0
Suzuki,Ciaz,Sedan,Asia,FWD,17000.0,16000.0,1.5,4.0,105.0,28.0,34.0,1100.0,255.0,4350.0
Suzuki,Ertiga,MPV,Asia,FWD,20000.0,19000.0,1.5,4.0,104.0,26.0,31.0,1350.0,270.0,4500.0
Suzuki,Across,SUV,Asia,AWD,45000.0,44000.0,2.5,4.0,220.0,21.0,26.0,1850.0,275.0,4700.0
Suzuki,Swift Sport Hybrid,Hatchback,Asia,FWD,24000.0,23000.0,1.4,4.0,140.0,30.0,34.0,970.0,240.0,3900.0
Suzuki,Baleno RS,Hatchback,Asia,FWD,20000.0,19000.0,1.4,4.0,140.0,29.0,34.0,900.0,240.0,3950.0
Suzuki,Jimny Sierra,SUV,Asia,4WD,28000.0,27000.0,1.5,4.0,102.0,27.0,32.0,1100.0,225.0,3700.0
Suzuki,Swift RS,Hatchback,Asia,FWD,21000.0,20000.0,1.2,4.0,90.0,31.0,36.0,900.0,240.0,3850.0
Suzuki,S-Cross Hybrid,SUV,Asia,FWD,26000.0,25000.0,1.4,4.0,130.0,26.0,31.0,1250.0,260.0,4200.0
Toyota,Yaris,Hatchback,Asia,FWD,17000.0,16000.0,1.5,4.0,106.0,36.0,44.0,1050.0,245.0,3940.0
Toyota,Yaris Cross,SUV,Asia,FWD,22000.0,21000.0,1.5,4.0,115.0,33.0,40.0,1250.0,260.0,4180.0
Toyota,Corolla Sedan, Sedan,Asia, FWD, 20000.0, 19000.0, 1.8, 4.0, 139.0, 30.0, 38.0, 1300.0, 270.0, 4625.0
Toyota,Corolla Hatchback,Hatchback,Asia,FWD,20500.0,19500.0,2.0,4.0,168.0,29.0,37.0,1350.0,265.0,4350.0
Toyota,Corolla Hybrid,Sedan,Asia,FWD,24000.0,23000.0,1.8,4.0,121.0,53.0,58.0,1380.0,270.0,4625.0
Toyota,Camry,Sedan,Asia,FWD,27000.0,26000.0,2.5,4.0,203.0,28.0,39.0,1550.0,282.0,4880.0
Toyota,Camry Hybrid,Sedan,Asia,FWD,32000.0,31000.0,2.5,4.0,208.0,44.0,53.0,1600.0,282.0,4880.0
Toyota,RAV4,SUV,Asia,FWD,26000.0,25000.0,2.5,4.0,203.0,28.0,35.0,1625.0,269.0,4600.0
Toyota,RAV4 Hybrid,SUV,Asia,FWD,32000.0,31000.0,2.5,4.0,219.0,40.0,45.0,1670.0,269.0,4600.0
Toyota,Highlander,SUV,Asia,AWD,40000.0,39000.0,3.5,6.0,295.0,20.0,27.0,1900.0,279.0,4950.0
Toyota,Highlander Hybrid,SUV,Asia,AWD,45000.0,44000.0,2.5,4.0,243.0,35.0,36.0,2000.0,279.0,4950.0
Toyota,Sienna,Van,Asia,FWD,35000.0,34000.0,3.5,6.0,296.0,19.0,26.0,2100.0,320.0,5100.0
Toyota, Prius,Hatchback,Asia,FWD,25000.0,24000.0,1.8,4.0,121.0,58.0,53.0,1350.0,270.0,4360.0
Toyota,Supra,Sports,Asia,RWD,45000.0,44000.0,3.0,6.0,382.0,22.0,30.0,1550.0,247.0,4370.0
Toyota,Tacoma,Pickup,Asia,4WD,32000.0,31000.0,3.5,6.0,278.0,18.0,22.0,2000.0,320.0,5600.0
Toyota,Avalon,Sedan,Asia,FWD,36000.0,35000.0,3.5,6.0,301.0,22.0,31.0,1750.0,287.0,4990.0
Toyota,4Runner,SUV,Asia,4WD,38000.0,37000.0,4.0,6.0,270.0,17.0,21.0,2200.0,279.0,4940.0
Toyota,C-HR,SUV,Asia,FWD,23000.0,22000.0,2.0,4.0,144.0,27.0,31.0,1400.0,260.0,4350.0
Toyota,Yaris Sedan,Sedan,Asia,FWD,16000.0,15500.0,1.5,4.0,106.0,35.0,42.0,1050.0,245.0,4450.0
Toyota,Sequoia,SUV,Asia,4WD,50000.0,49000.0,5.7,8.0,381.0,13.0,17.0,2700.0,320.0,5600.0
Toyota,Mirai,Sedan,Asia,FWD,58000.0,57000.0,0.0,0.0,182.0,67.0,74.0,1850.0,277.0,4890.0
Toyota,Supra GR,Sports,Asia,RWD,51000.0,50000.0,3.0,6.0,382.0,22.0,30.0,1550.0,247.0,4380.0
Toyota, Tacoma TRD Pro,Pickup,Asia,4WD,43000.0,42000.0,3.5,6.0,278.0,18.0,22.0,2000.0,320.0,5610.0
Toyota, Tundra,Pickup,Asia,4WD,48000.0,47000.0,5.7,8.0,381.0,14.0,18.0,2700.0,320.0,5600.0
Toyota, Venza,SUV,Asia,FWD,33000.0,32000.0,2.5,4.0,219.0,29.0,37.0,1600.0,274.0,4600.0
